"wojewodztwo","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","zgony_w_wyniku_covid_bez_chorob_wspolistniejacych","zgony_w_wyniku_covid_i_chorob_wspolistniejacych","liczba_zlecen_poz","liczba_osob_objetych_kwarantanna","liczba_wykonanych_testow","liczba_testow_z_wynikiem_pozytywnym","liczba_testow_z_wynikiem_negatywnym","liczba_pozostalych_testow","teryt","stan_rekordu_na","name","Date","liczba_ozdrowiencow"
"Cały kraj",105,0.03,12,2,10,1634,90470,41557,141,41340,76,"t00",2021-07-14,"20210715074512_rap_rcb_woj_eksport.csv",2021-07-15,94
"dolnośląskie",7,0.02,1,1,0,124,7904,2791,11,2773,7,"t02",2021-07-14,"20210715074512_rap_rcb_woj_eksport.csv",2021-07-15,4
"kujawsko-pomorskie",10,0.05,1,0,1,55,2512,1527,13,1510,4,"t04",2021-07-14,"20210715074512_rap_rcb_woj_eksport.csv",2021-07-15,1
"lubelskie",5,0.02,0,0,0,80,7503,2083,9,2071,3,"t06",2021-07-14,"20210715074512_rap_rcb_woj_eksport.csv",2021-07-15,11
"lubuskie",0,0,0,0,0,43,2268,1010,0,1009,1,"t08",2021-07-14,"20210715074512_rap_rcb_woj_eksport.csv",2021-07-15,0
"łódzkie",4,0.02,0,0,0,245,6698,2737,9,2717,11,"t10",2021-07-14,"20210715074512_rap_rcb_woj_eksport.csv",2021-07-15,8
"małopolskie",3,0.01,0,0,0,106,5931,3072,3,3061,8,"t12",2021-07-14,"20210715074512_rap_rcb_woj_eksport.csv",2021-07-15,6
"mazowieckie",18,0.03,1,1,0,280,23885,6246,20,6218,8,"t14",2021-07-14,"20210715074512_rap_rcb_woj_eksport.csv",2021-07-15,18
"opolskie",4,0.04,1,0,1,21,2127,877,4,872,1,"t16",2021-07-14,"20210715074512_rap_rcb_woj_eksport.csv",2021-07-15,0
"podkarpackie",8,0.04,6,0,6,74,2930,2141,12,2128,1,"t18",2021-07-14,"20210715074512_rap_rcb_woj_eksport.csv",2021-07-15,1
"podlaskie",7,0.06,0,0,0,34,1967,957,8,945,4,"t20",2021-07-14,"20210715074512_rap_rcb_woj_eksport.csv",2021-07-15,10
"pomorskie",7,0.03,0,0,0,99,4939,2575,8,2563,4,"t22",2021-07-14,"20210715074512_rap_rcb_woj_eksport.csv",2021-07-15,7
"śląskie",6,0.01,1,0,1,181,7607,4539,8,4519,12,"t24",2021-07-14,"20210715074512_rap_rcb_woj_eksport.csv",2021-07-15,7
"świętokrzyskie",3,0.02,1,0,1,26,1662,1227,4,1222,1,"t26",2021-07-14,"20210715074512_rap_rcb_woj_eksport.csv",2021-07-15,2
"warmińsko-mazurskie",0,0,0,0,0,39,1674,1342,0,1342,0,"t28",2021-07-14,"20210715074512_rap_rcb_woj_eksport.csv",2021-07-15,4
"wielkopolskie",13,0.04,0,0,0,136,7800,2581,22,2553,6,"t30",2021-07-14,"20210715074512_rap_rcb_woj_eksport.csv",2021-07-15,11
"zachodniopomorskie",2,0.01,0,0,0,88,3024,1847,2,1842,3,"t32",2021-07-14,"20210715074512_rap_rcb_woj_eksport.csv",2021-07-15,3
"Cały kraj",93,0.02,14,1,13,1407,88628,36801,137,36587,77,"t00",2021-07-15,"20210716074511_rap_rcb_woj_eksport.csv",2021-07-16,136
"dolnośląskie",7,0.02,0,0,0,112,7790,2522,12,2506,4,"t02",2021-07-15,"20210716074511_rap_rcb_woj_eksport.csv",2021-07-16,6
"kujawsko-pomorskie",3,0.01,0,0,0,59,2412,1492,4,1482,6,"t04",2021-07-15,"20210716074511_rap_rcb_woj_eksport.csv",2021-07-16,6
"lubelskie",4,0.02,1,0,1,82,7369,1741,6,1734,1,"t06",2021-07-15,"20210716074511_rap_rcb_woj_eksport.csv",2021-07-16,9
"lubuskie",1,0.01,0,0,0,24,2220,890,3,887,0,"t08",2021-07-15,"20210716074511_rap_rcb_woj_eksport.csv",2021-07-16,1
"łódzkie",3,0.01,0,0,0,228,6582,2515,7,2501,7,"t10",2021-07-15,"20210716074511_rap_rcb_woj_eksport.csv",2021-07-16,28
"małopolskie",4,0.01,0,0,0,83,5681,3054,6,3042,6,"t12",2021-07-15,"20210716074511_rap_rcb_woj_eksport.csv",2021-07-16,8
"mazowieckie",14,0.03,6,0,6,218,23900,5358,17,5324,17,"t14",2021-07-15,"20210716074511_rap_rcb_woj_eksport.csv",2021-07-16,12
"opolskie",1,0.01,0,0,0,25,2104,770,2,767,1,"t16",2021-07-15,"20210716074511_rap_rcb_woj_eksport.csv",2021-07-16,4
"podkarpackie",3,0.01,0,0,0,58,2948,2012,7,2003,2,"t18",2021-07-15,"20210716074511_rap_rcb_woj_eksport.csv",2021-07-16,2
"podlaskie",9,0.08,0,0,0,37,1939,854,14,839,1,"t20",2021-07-15,"20210716074511_rap_rcb_woj_eksport.csv",2021-07-16,7
"pomorskie",5,0.02,1,0,1,83,4782,2076,8,2060,8,"t22",2021-07-15,"20210716074511_rap_rcb_woj_eksport.csv",2021-07-16,5
"śląskie",9,0.02,1,0,1,134,7063,4003,12,3984,7,"t24",2021-07-15,"20210716074511_rap_rcb_woj_eksport.csv",2021-07-16,15
"świętokrzyskie",2,0.02,1,0,1,24,1552,991,3,985,3,"t26",2021-07-15,"20210716074511_rap_rcb_woj_eksport.csv",2021-07-16,5
"warmińsko-mazurskie",3,0.02,2,0,2,61,1646,1034,4,1028,2,"t28",2021-07-15,"20210716074511_rap_rcb_woj_eksport.csv",2021-07-16,7
"wielkopolskie",13,0.04,2,1,1,125,7629,2469,19,2441,9,"t30",2021-07-15,"20210716074511_rap_rcb_woj_eksport.csv",2021-07-16,13
"zachodniopomorskie",7,0.04,0,0,0,49,2971,1477,8,1469,0,"t32",2021-07-15,"20210716074511_rap_rcb_woj_eksport.csv",2021-07-16,7
"Cały kraj",114,0.03,7,2,5,1547,88767,45685,162,45432,91,"t00",2021-07-16,"20210717074512_rap_rcb_woj_eksport.csv",2021-07-17,280
"dolnośląskie",11,0.04,0,0,0,120,7665,3266,21,3237,8,"t02",2021-07-16,"20210717074512_rap_rcb_woj_eksport.csv",2021-07-17,6
"kujawsko-pomorskie",5,0.02,0,0,0,72,2473,2035,6,2020,9,"t04",2021-07-16,"20210717074512_rap_rcb_woj_eksport.csv",2021-07-17,5
"lubelskie",7,0.03,2,1,1,87,6933,2028,9,2016,3,"t06",2021-07-16,"20210717074512_rap_rcb_woj_eksport.csv",2021-07-17,8
"lubuskie",2,0.02,0,0,0,42,2200,1007,3,1003,1,"t08",2021-07-16,"20210717074512_rap_rcb_woj_eksport.csv",2021-07-17,1
"łódzkie",9,0.04,0,0,0,238,6743,3132,10,3115,7,"t10",2021-07-16,"20210717074512_rap_rcb_woj_eksport.csv",2021-07-17,182
"małopolskie",14,0.04,0,0,0,113,5604,4030,20,4004,6,"t12",2021-07-16,"20210717074512_rap_rcb_woj_eksport.csv",2021-07-17,9
"mazowieckie",16,0.03,0,0,0,251,24263,5775,20,5745,10,"t14",2021-07-16,"20210717074512_rap_rcb_woj_eksport.csv",2021-07-17,16
"opolskie",3,0.03,0,0,0,21,2198,960,5,954,1,"t16",2021-07-16,"20210717074512_rap_rcb_woj_eksport.csv",2021-07-17,2
"podkarpackie",7,0.03,1,0,1,75,2897,2284,8,2271,5,"t18",2021-07-16,"20210717074512_rap_rcb_woj_eksport.csv",2021-07-17,3
"podlaskie",2,0.02,0,0,0,27,1973,1021,5,1013,3,"t20",2021-07-16,"20210717074512_rap_rcb_woj_eksport.csv",2021-07-17,6
"pomorskie",3,0.01,2,0,2,116,4811,2460,3,2451,6,"t22",2021-07-16,"20210717074512_rap_rcb_woj_eksport.csv",2021-07-17,7
"śląskie",11,0.02,0,0,0,146,7044,5390,18,5364,8,"t24",2021-07-16,"20210717074512_rap_rcb_woj_eksport.csv",2021-07-17,10
"świętokrzyskie",6,0.05,0,0,0,33,1586,1344,9,1334,1,"t26",2021-07-16,"20210717074512_rap_rcb_woj_eksport.csv",2021-07-17,4
"warmińsko-mazurskie",3,0.02,0,0,0,33,1655,1398,4,1383,11,"t28",2021-07-16,"20210717074512_rap_rcb_woj_eksport.csv",2021-07-17,2
"wielkopolskie",8,0.02,2,1,1,123,7656,3156,14,3140,2,"t30",2021-07-16,"20210717074512_rap_rcb_woj_eksport.csv",2021-07-17,10
"zachodniopomorskie",3,0.02,0,0,0,47,3033,1642,3,1633,6,"t32",2021-07-16,"20210717074512_rap_rcb_woj_eksport.csv",2021-07-17,9
"Cały kraj",69,0.02,3,0,3,524,88225,32192,89,32067,36,"t00",2021-07-17,"20210718084511_rap_rcb_woj_eksport.csv",2021-07-18,71
"dolnośląskie",2,0.01,0,0,0,28,7787,1651,2,1648,1,"t02",2021-07-17,"20210718084511_rap_rcb_woj_eksport.csv",2021-07-18,6
"kujawsko-pomorskie",0,0,0,0,0,10,2475,1157,1,1152,4,"t04",2021-07-17,"20210718084511_rap_rcb_woj_eksport.csv",2021-07-18,8
"lubelskie",7,0.03,0,0,0,33,6477,1375,7,1368,0,"t06",2021-07-17,"20210718084511_rap_rcb_woj_eksport.csv",2021-07-18,3
"lubuskie",1,0.01,0,0,0,10,2250,571,2,569,0,"t08",2021-07-17,"20210718084511_rap_rcb_woj_eksport.csv",2021-07-18,4
"łódzkie",6,0.02,1,0,1,128,6879,2105,8,2094,3,"t10",2021-07-17,"20210718084511_rap_rcb_woj_eksport.csv",2021-07-18,6
"małopolskie",8,0.02,0,0,0,108,5507,3149,10,3139,0,"t12",2021-07-17,"20210718084511_rap_rcb_woj_eksport.csv",2021-07-18,4
"mazowieckie",18,0.03,1,0,1,88,24216,4560,20,4534,6,"t14",2021-07-17,"20210718084511_rap_rcb_woj_eksport.csv",2021-07-18,13
"opolskie",0,0,0,0,0,5,2258,660,0,659,1,"t16",2021-07-17,"20210718084511_rap_rcb_woj_eksport.csv",2021-07-18,3
"podkarpackie",4,0.02,0,0,0,39,2881,1958,7,1948,3,"t18",2021-07-17,"20210718084511_rap_rcb_woj_eksport.csv",2021-07-18,0
"podlaskie",0,0,0,0,0,4,1949,700,1,698,1,"t20",2021-07-17,"20210718084511_rap_rcb_woj_eksport.csv",2021-07-18,0
"pomorskie",3,0.01,0,0,0,8,4616,1847,3,1840,4,"t22",2021-07-17,"20210718084511_rap_rcb_woj_eksport.csv",2021-07-18,6
"śląskie",6,0.01,0,0,0,30,6962,3600,7,3589,4,"t24",2021-07-17,"20210718084511_rap_rcb_woj_eksport.csv",2021-07-18,9
"świętokrzyskie",5,0.04,0,0,0,5,1586,1117,6,1108,3,"t26",2021-07-17,"20210718084511_rap_rcb_woj_eksport.csv",2021-07-18,0
"warmińsko-mazurskie",0,0,0,0,0,5,1665,741,0,741,0,"t28",2021-07-17,"20210718084511_rap_rcb_woj_eksport.csv",2021-07-18,1
"wielkopolskie",5,0.01,0,0,0,22,7529,2015,9,2002,4,"t30",2021-07-17,"20210718084511_rap_rcb_woj_eksport.csv",2021-07-18,5
"zachodniopomorskie",0,0,1,0,1,1,3162,1051,2,1049,0,"t32",2021-07-17,"20210718084511_rap_rcb_woj_eksport.csv",2021-07-18,2
"Cały kraj",67,0.02,0,0,0,109,86921,23581,92,23447,42,"t00",2021-07-18,"20210719074511_rap_rcb_woj_eksport.csv",2021-07-19,81
"dolnośląskie",3,0.01,0,0,0,11,7689,1330,4,1326,0,"t02",2021-07-18,"20210719074511_rap_rcb_woj_eksport.csv",2021-07-19,5
"kujawsko-pomorskie",1,0,0,0,0,0,2450,893,2,890,1,"t04",2021-07-18,"20210719074511_rap_rcb_woj_eksport.csv",2021-07-19,4
"lubelskie",2,0.01,0,0,0,2,5954,908,6,901,1,"t06",2021-07-18,"20210719074511_rap_rcb_woj_eksport.csv",2021-07-19,6
"lubuskie",2,0.02,0,0,0,4,2198,519,2,517,0,"t08",2021-07-18,"20210719074511_rap_rcb_woj_eksport.csv",2021-07-19,2
"łódzkie",4,0.02,0,0,0,56,6706,1375,7,1366,2,"t10",2021-07-18,"20210719074511_rap_rcb_woj_eksport.csv",2021-07-19,4
"małopolskie",9,0.03,0,0,0,8,5373,2154,12,2132,10,"t12",2021-07-18,"20210719074511_rap_rcb_woj_eksport.csv",2021-07-19,7
"mazowieckie",11,0.02,0,0,0,8,24169,3621,13,3599,9,"t14",2021-07-18,"20210719074511_rap_rcb_woj_eksport.csv",2021-07-19,13
"opolskie",1,0.01,0,0,0,0,2178,543,2,540,1,"t16",2021-07-18,"20210719074511_rap_rcb_woj_eksport.csv",2021-07-19,0
"podkarpackie",2,0.01,0,0,0,5,2856,1471,4,1465,2,"t18",2021-07-18,"20210719074511_rap_rcb_woj_eksport.csv",2021-07-19,1
"podlaskie",4,0.03,0,0,0,3,1932,468,6,460,2,"t20",2021-07-18,"20210719074511_rap_rcb_woj_eksport.csv",2021-07-19,3
"pomorskie",6,0.03,0,0,0,2,4661,1398,6,1392,0,"t22",2021-07-18,"20210719074511_rap_rcb_woj_eksport.csv",2021-07-19,3
"śląskie",5,0.01,0,0,0,1,6755,2818,9,2804,5,"t24",2021-07-18,"20210719074511_rap_rcb_woj_eksport.csv",2021-07-19,16
"świętokrzyskie",0,0,0,0,0,0,1616,712,0,709,3,"t26",2021-07-18,"20210719074511_rap_rcb_woj_eksport.csv",2021-07-19,2
"warmińsko-mazurskie",1,0.01,0,0,0,0,1694,535,1,533,1,"t28",2021-07-18,"20210719074511_rap_rcb_woj_eksport.csv",2021-07-19,3
"wielkopolskie",11,0.03,0,0,0,8,7460,1413,11,1399,3,"t30",2021-07-18,"20210719074511_rap_rcb_woj_eksport.csv",2021-07-19,7
"zachodniopomorskie",0,0,0,0,0,1,3203,769,2,766,1,"t32",2021-07-18,"20210719074511_rap_rcb_woj_eksport.csv",2021-07-19,3
"Cały kraj",104,0.03,4,0,4,2102,88120,47607,147,47365,95,"t00",2021-07-19,"20210720074512_rap_rcb_woj_eksport.csv",2021-07-20,107
"dolnośląskie",10,0.03,0,0,0,197,7818,3359,21,3328,10,"t02",2021-07-19,"20210720074512_rap_rcb_woj_eksport.csv",2021-07-20,12
"kujawsko-pomorskie",6,0.03,0,0,0,71,2504,2006,9,1990,7,"t04",2021-07-19,"20210720074512_rap_rcb_woj_eksport.csv",2021-07-20,7
"lubelskie",11,0.05,0,0,0,145,5670,2419,13,2400,6,"t06",2021-07-19,"20210720074512_rap_rcb_woj_eksport.csv",2021-07-20,5
"lubuskie",2,0.02,1,0,1,46,2207,1205,2,1200,3,"t08",2021-07-19,"20210720074512_rap_rcb_woj_eksport.csv",2021-07-20,1
"łódzkie",8,0.03,0,0,0,274,6954,3563,9,3541,13,"t10",2021-07-19,"20210720074512_rap_rcb_woj_eksport.csv",2021-07-20,10
"małopolskie",16,0.05,0,0,0,150,5671,3754,23,3724,7,"t12",2021-07-19,"20210720074512_rap_rcb_woj_eksport.csv",2021-07-20,7
"mazowieckie",11,0.02,0,0,0,376,24247,6084,16,6057,11,"t14",2021-07-19,"20210720074512_rap_rcb_woj_eksport.csv",2021-07-20,21
"opolskie",1,0.01,0,0,0,33,2131,938,1,937,0,"t16",2021-07-19,"20210720074512_rap_rcb_woj_eksport.csv",2021-07-20,4
"podkarpackie",2,0.01,1,0,1,87,2991,2631,5,2624,2,"t18",2021-07-19,"20210720074512_rap_rcb_woj_eksport.csv",2021-07-20,3
"podlaskie",6,0.05,0,0,0,45,2024,1191,6,1183,2,"t20",2021-07-19,"20210720074512_rap_rcb_woj_eksport.csv",2021-07-20,2
"pomorskie",3,0.01,0,0,0,138,4642,2744,4,2734,6,"t22",2021-07-19,"20210720074512_rap_rcb_woj_eksport.csv",2021-07-20,6
"śląskie",7,0.02,0,0,0,220,6980,5343,11,5322,10,"t24",2021-07-19,"20210720074512_rap_rcb_woj_eksport.csv",2021-07-20,7
"świętokrzyskie",1,0.01,1,0,1,36,1713,1457,2,1453,2,"t26",2021-07-19,"20210720074512_rap_rcb_woj_eksport.csv",2021-07-20,5
"warmińsko-mazurskie",3,0.02,0,0,0,56,1781,1577,3,1572,2,"t28",2021-07-19,"20210720074512_rap_rcb_woj_eksport.csv",2021-07-20,4
"wielkopolskie",9,0.03,1,0,1,150,7504,3049,11,3033,5,"t30",2021-07-19,"20210720074512_rap_rcb_woj_eksport.csv",2021-07-20,9
"zachodniopomorskie",4,0.02,0,0,0,76,3254,1943,7,1933,3,"t32",2021-07-19,"20210720074512_rap_rcb_woj_eksport.csv",2021-07-20,3
"Cały kraj",124,0.03,3,0,3,1438,85344,42208,172,41956,80,"t00",2021-07-20,"20210721074512_rap_rcb_woj_eksport.csv",2021-07-21,82
"dolnośląskie",15,0.05,0,0,0,126,7666,2769,21,2747,1,"t02",2021-07-20,"20210721074512_rap_rcb_woj_eksport.csv",2021-07-21,7
"kujawsko-pomorskie",5,0.02,0,0,0,63,2511,1684,5,1672,7,"t04",2021-07-20,"20210721074512_rap_rcb_woj_eksport.csv",2021-07-21,4
"lubelskie",13,0.06,0,0,0,91,5246,1963,15,1946,2,"t06",2021-07-20,"20210721074512_rap_rcb_woj_eksport.csv",2021-07-21,0
"lubuskie",0,0,0,0,0,46,2087,1045,1,1042,2,"t08",2021-07-20,"20210721074512_rap_rcb_woj_eksport.csv",2021-07-21,1
"łódzkie",8,0.03,0,0,0,210,6760,2972,10,2959,3,"t10",2021-07-20,"20210721074512_rap_rcb_woj_eksport.csv",2021-07-21,11
"małopolskie",11,0.03,1,0,1,91,5495,3324,15,3301,8,"t12",2021-07-20,"20210721074512_rap_rcb_woj_eksport.csv",2021-07-21,10
"mazowieckie",22,0.04,0,0,0,219,23405,6247,31,6196,20,"t14",2021-07-20,"20210721074512_rap_rcb_woj_eksport.csv",2021-07-21,12
"opolskie",1,0.01,0,0,0,35,2077,858,3,852,3,"t16",2021-07-20,"20210721074512_rap_rcb_woj_eksport.csv",2021-07-21,0
"podkarpackie",3,0.01,0,0,0,38,2902,2200,7,2190,3,"t18",2021-07-20,"20210721074512_rap_rcb_woj_eksport.csv",2021-07-21,4
"podlaskie",5,0.04,0,0,0,31,2097,1007,7,999,1,"t20",2021-07-20,"20210721074512_rap_rcb_woj_eksport.csv",2021-07-21,4
"pomorskie",7,0.03,1,0,1,89,4513,2300,9,2285,6,"t22",2021-07-20,"20210721074512_rap_rcb_woj_eksport.csv",2021-07-21,2
"śląskie",10,0.02,0,0,0,144,6712,4799,13,4778,8,"t24",2021-07-20,"20210721074512_rap_rcb_woj_eksport.csv",2021-07-21,7
"świętokrzyskie",2,0.02,0,0,0,36,1687,1388,4,1380,4,"t26",2021-07-20,"20210721074512_rap_rcb_woj_eksport.csv",2021-07-21,2
"warmińsko-mazurskie",3,0.02,0,0,0,35,1782,1221,6,1211,4,"t28",2021-07-20,"20210721074512_rap_rcb_woj_eksport.csv",2021-07-21,3
"wielkopolskie",6,0.02,0,0,0,136,7212,2738,10,2724,4,"t30",2021-07-20,"20210721074512_rap_rcb_woj_eksport.csv",2021-07-21,12
"zachodniopomorskie",10,0.06,1,0,1,46,3172,2017,11,2005,1,"t32",2021-07-20,"20210721074512_rap_rcb_woj_eksport.csv",2021-07-21,2
"Cały kraj",126,0.03,9,3,6,1421,84380,37494,152,37272,70,"t00",2021-07-21,"20210722074510_rap_rcb_woj_eksport.csv",2021-07-22,113
"dolnośląskie",9,0.03,2,2,0,111,7622,2400,11,2389,0,"t02",2021-07-21,"20210722074510_rap_rcb_woj_eksport.csv",2021-07-22,15
"kujawsko-pomorskie",1,0,0,0,0,73,2521,1397,3,1393,1,"t04",2021-07-21,"20210722074510_rap_rcb_woj_eksport.csv",2021-07-22,3
"lubelskie",12,0.06,0,0,0,95,5049,1867,12,1851,4,"t06",2021-07-21,"20210722074510_rap_rcb_woj_eksport.csv",2021-07-22,8
"lubuskie",0,0,0,0,0,27,2015,870,0,868,2,"t08",2021-07-21,"20210722074510_rap_rcb_woj_eksport.csv",2021-07-22,0
"łódzkie",5,0.02,2,0,2,194,6660,2496,6,2483,7,"t10",2021-07-21,"20210722074510_rap_rcb_woj_eksport.csv",2021-07-22,17
"małopolskie",23,0.07,0,0,0,94,5415,2823,25,2790,8,"t12",2021-07-21,"20210722074510_rap_rcb_woj_eksport.csv",2021-07-22,7
"mazowieckie",15,0.03,0,0,0,244,23528,5215,21,5178,16,"t14",2021-07-21,"20210722074510_rap_rcb_woj_eksport.csv",2021-07-22,10
"opolskie",0,0,0,0,0,20,2041,718,0,718,0,"t16",2021-07-21,"20210722074510_rap_rcb_woj_eksport.csv",2021-07-22,1
"podkarpackie",4,0.02,1,0,1,51,2913,1792,7,1783,2,"t18",2021-07-21,"20210722074510_rap_rcb_woj_eksport.csv",2021-07-22,3
"podlaskie",5,0.04,0,0,0,30,2194,877,8,867,2,"t20",2021-07-21,"20210722074510_rap_rcb_woj_eksport.csv",2021-07-22,4
"pomorskie",8,0.03,0,0,0,102,4404,2668,10,2653,5,"t22",2021-07-21,"20210722074510_rap_rcb_woj_eksport.csv",2021-07-22,8
"śląskie",9,0.02,2,1,1,144,6556,4383,10,4365,8,"t24",2021-07-21,"20210722074510_rap_rcb_woj_eksport.csv",2021-07-22,15
"świętokrzyskie",4,0.03,1,0,1,35,1648,1262,4,1253,5,"t26",2021-07-21,"20210722074510_rap_rcb_woj_eksport.csv",2021-07-22,2
"warmińsko-mazurskie",3,0.02,0,0,0,42,1737,1331,4,1327,0,"t28",2021-07-21,"20210722074510_rap_rcb_woj_eksport.csv",2021-07-22,3
"wielkopolskie",16,0.05,0,0,0,109,6904,2420,19,2398,3,"t30",2021-07-21,"20210722074510_rap_rcb_woj_eksport.csv",2021-07-22,8
"zachodniopomorskie",3,0.02,1,0,1,47,3135,1552,3,1546,3,"t32",2021-07-21,"20210722074510_rap_rcb_woj_eksport.csv",2021-07-22,8
"Cały kraj",108,0.03,4,2,2,1505,84546,37197,152,36981,64,"t00",2021-07-22,"20210723074510_rap_rcb_woj_eksport.csv",2021-07-23,127
"dolnośląskie",3,0.01,0,0,0,122,7682,2345,5,2337,3,"t02",2021-07-22,"20210723074510_rap_rcb_woj_eksport.csv",2021-07-23,14
"kujawsko-pomorskie",4,0.02,0,0,0,50,2558,1425,6,1414,5,"t04",2021-07-22,"20210723074510_rap_rcb_woj_eksport.csv",2021-07-23,4
"lubelskie",3,0.01,2,0,2,88,4783,1827,3,1818,6,"t06",2021-07-22,"20210723074510_rap_rcb_woj_eksport.csv",2021-07-23,9
"lubuskie",0,0,0,0,0,45,2065,808,0,807,1,"t08",2021-07-22,"20210723074510_rap_rcb_woj_eksport.csv",2021-07-23,1
"łódzkie",3,0.01,0,0,0,168,6798,2558,7,2545,6,"t10",2021-07-22,"20210723074510_rap_rcb_woj_eksport.csv",2021-07-23,9
"małopolskie",14,0.04,0,0,0,101,5295,2872,23,2841,8,"t12",2021-07-22,"20210723074510_rap_rcb_woj_eksport.csv",2021-07-23,10
"mazowieckie",16,0.03,0,0,0,284,23985,5434,25,5404,5,"t14",2021-07-22,"20210723074510_rap_rcb_woj_eksport.csv",2021-07-23,15
"opolskie",0,0,0,0,0,26,2030,838,2,834,2,"t16",2021-07-22,"20210723074510_rap_rcb_woj_eksport.csv",2021-07-23,3
"podkarpackie",2,0.01,0,0,0,55,2915,1830,5,1820,5,"t18",2021-07-22,"20210723074510_rap_rcb_woj_eksport.csv",2021-07-23,6
"podlaskie",2,0.02,0,0,0,30,2238,836,3,832,1,"t20",2021-07-22,"20210723074510_rap_rcb_woj_eksport.csv",2021-07-23,3
"pomorskie",16,0.07,0,0,0,116,4522,2113,19,2090,4,"t22",2021-07-22,"20210723074510_rap_rcb_woj_eksport.csv",2021-07-23,7
"śląskie",20,0.04,2,2,0,177,6296,4296,23,4265,8,"t24",2021-07-22,"20210723074510_rap_rcb_woj_eksport.csv",2021-07-23,12
"świętokrzyskie",1,0.01,0,0,0,34,1657,1207,2,1205,0,"t26",2021-07-22,"20210723074510_rap_rcb_woj_eksport.csv",2021-07-23,5
"warmińsko-mazurskie",3,0.02,0,0,0,39,1706,1081,4,1075,2,"t28",2021-07-22,"20210723074510_rap_rcb_woj_eksport.csv",2021-07-23,5
"wielkopolskie",13,0.04,0,0,0,115,6924,2389,13,2372,4,"t30",2021-07-22,"20210723074510_rap_rcb_woj_eksport.csv",2021-07-23,14
"zachodniopomorskie",3,0.02,0,0,0,52,3053,1600,5,1591,4,"t32",2021-07-22,"20210723074510_rap_rcb_woj_eksport.csv",2021-07-23,9
"Cały kraj",122,0.03,6,2,4,1647,85506,41826,163,41605,58,"t00",2021-07-23,"20210724074510_rap_rcb_woj_eksport.csv",2021-07-24,120
"dolnośląskie",9,0.03,1,1,0,135,7678,2528,11,2514,3,"t02",2021-07-23,"20210724074510_rap_rcb_woj_eksport.csv",2021-07-24,8
"kujawsko-pomorskie",4,0.02,0,0,0,68,2585,1776,4,1770,2,"t04",2021-07-23,"20210724074510_rap_rcb_woj_eksport.csv",2021-07-24,10
"lubelskie",13,0.06,2,0,2,101,4637,2151,14,2127,10,"t06",2021-07-23,"20210724074510_rap_rcb_woj_eksport.csv",2021-07-24,7
"lubuskie",5,0.05,0,0,0,38,2021,1025,5,1019,1,"t08",2021-07-23,"20210724074510_rap_rcb_woj_eksport.csv",2021-07-24,1
"łódzkie",8,0.03,0,0,0,231,6977,2773,14,2752,7,"t10",2021-07-23,"20210724074510_rap_rcb_woj_eksport.csv",2021-07-24,7
"małopolskie",12,0.04,0,0,0,94,5253,3561,14,3545,2,"t12",2021-07-23,"20210724074510_rap_rcb_woj_eksport.csv",2021-07-24,6
"mazowieckie",17,0.03,1,0,1,296,24772,5293,22,5265,6,"t14",2021-07-23,"20210724074510_rap_rcb_woj_eksport.csv",2021-07-24,23
"opolskie",1,0.01,0,0,0,26,2028,871,1,869,1,"t16",2021-07-23,"20210724074510_rap_rcb_woj_eksport.csv",2021-07-24,1
"podkarpackie",5,0.02,0,0,0,106,2959,2436,8,2426,2,"t18",2021-07-23,"20210724074510_rap_rcb_woj_eksport.csv",2021-07-24,3
"podlaskie",3,0.03,0,0,0,46,2365,1033,3,1027,3,"t20",2021-07-23,"20210724074510_rap_rcb_woj_eksport.csv",2021-07-24,7
"pomorskie",4,0.02,0,0,0,116,4557,2346,4,2340,2,"t22",2021-07-23,"20210724074510_rap_rcb_woj_eksport.csv",2021-07-24,7
"śląskie",10,0.02,0,0,0,168,6332,4755,14,4733,8,"t24",2021-07-23,"20210724074510_rap_rcb_woj_eksport.csv",2021-07-24,6
"świętokrzyskie",6,0.05,0,0,0,46,1697,1216,7,1207,2,"t26",2021-07-23,"20210724074510_rap_rcb_woj_eksport.csv",2021-07-24,6
"warmińsko-mazurskie",5,0.04,0,0,0,27,1698,1279,8,1271,0,"t28",2021-07-23,"20210724074510_rap_rcb_woj_eksport.csv",2021-07-24,1
"wielkopolskie",8,0.02,2,1,1,96,6884,2692,15,2675,2,"t30",2021-07-23,"20210724074510_rap_rcb_woj_eksport.csv",2021-07-24,20
"zachodniopomorskie",5,0.03,0,0,0,49,3026,1734,10,1720,4,"t32",2021-07-23,"20210724074510_rap_rcb_woj_eksport.csv",2021-07-24,4
"Cały kraj",82,0.02,1,0,1,306,84878,32296,108,32146,42,"t00",2021-07-24,"20210725074512_rap_rcb_woj_eksport.csv",2021-07-25,97
"dolnośląskie",4,0.01,0,0,0,10,7626,1639,4,1631,4,"t02",2021-07-24,"20210725074512_rap_rcb_woj_eksport.csv",2021-07-25,9
"kujawsko-pomorskie",5,0.02,0,0,0,2,2536,1752,5,1742,5,"t04",2021-07-24,"20210725074512_rap_rcb_woj_eksport.csv",2021-07-25,3
"lubelskie",5,0.02,0,0,0,7,4327,1294,7,1284,3,"t06",2021-07-24,"20210725074512_rap_rcb_woj_eksport.csv",2021-07-25,4
